id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge
004c9afe-e4ad-11eb-9b02-d46a6a0f329c,"已知抛物线的焦点坐标是($0,-3),$则该抛物线的标准方程为( )",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c5380-fd12-11eb-b2a3-c502b9bed136
004e0762-e4a6-11eb-87ba-d46a6a0f329c,"求所有的正实数$a,$使得对任意实数$x$都有$acos2x+a2sin2x\leq 2$。",091c9020-fd12-11eb-b2a3-c502b9bed136,091cd60c-fd12-11eb-b2a3-c502b9bed136,091cd9ae-fd12-11eb-b2a3-c502b9bed136
004e772e-e4b8-11eb-af67-d46a6a0f329c,下列能与$sin20^{\circ}$的值相等的是( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
004eeeac-e4b8-11eb-9dde-d46a6a0f329c,$sin75^{\circ}sin165^{\circ}-sin15^{\circ}sin105^{\circ}$的值为( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
004f01e2-e4a3-11eb-af07-d46a6a0f329c,"由数列$1,10,100,1000,$…猜测该数列的第$n$项可能是____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
004f793a-e4a3-11eb-880f-d46a6a0f329c,"已知$x_{1}\cdot x_{2}\cdot $…$\cdot x_{2008}=1,$且$x_{1},x_{2},$…,$x_{2008}$都是正数,则($1+x_{1})(1+x_{2})$…($1+x_{2008})$的最小值为____. ",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
004fc500-e4a3-11eb-8e96-d46a6a0f329c,"用$2$、$3$、$5$、$7$组成没有重复数字的四位数,再将这些四位数按从小到大排成一个数列,则这个数列的第$18$项是________________.(填写这个四位数)",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
00503a48-e4a3-11eb-b786-d46a6a0f329c,"如果有穷数列$a_{1}$、$a_{2}$、$a_{3}$、…、$a_{n}(n$为正整数)满足条件$a_{1}=a_{n},a_{2}=a_{n-1},$…,$a_{n}=a_{1},$即$a_{k}=a_{n-k+1}(k=1,2$…,$n),$我们称其为“对称数列”.设{$b_{n}$}是项数为$7$的“对称数列”,其中$b_{1}$、$b_{2}$、$b_{3}$、$b_{4}$成等差数列,且$b_{1}=2,b_{2}+b_{4}=16,$依次写出{$b_{n}$}的每一项____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
00508848-e4a3-11eb-bef2-d46a6a0f329c,"从数列{$3n+log_{2}n}$中,顺次取出第$2$项、第$4$项、第$8$项、…、第$2^{n}$项、…,按原来的顺序组成一个新数列{$a_{n}},$则{$a_{n}$}的通项$a_{n}=$____,前$5$项和$S_{5}$等于____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
00509a10-e4b8-11eb-af63-d46a6a0f329c,$sin405^{\circ}$的值为( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
0050fd98-e4a3-11eb-86ce-d46a6a0f329c,",设{$a_{n}$}是正项数列,其前$n$项和$S_{n}$满足:$4S_{n}=(a_{n}-1)(a_{n}+3),$则数列{$a_{n}$}的通项公式$a_{n}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
005173c6-e4a3-11eb-a04c-d46a6a0f329c,"五位同学围成一圈依次循环报数,规定:第一位同学首次报出的数为$1,$第二位同学首次报出的数为$-2,$第三位同学所报出的数是前第二位同学所报出数与第一位同学所报出数的差,第四位同学所报出的数是前第三位同学所报出数与第二位同学所报出数的差,以此类推,则前$100$个被报出的数之和为____. ",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
00525d12-e4a3-11eb-a0e7-d46a6a0f329c,"{$a_{n}$}满足:$a_{4n-3}=1,a_{4n-1}=0,a_{2n}=a_{n},n\in N$则$a_{2009}=$____;$a_{2014}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
0052c1cc-e4d0-11eb-8e85-d46a6a0f329c,"已知集合$A={x|ax^{2}-3x+2=0}$至多有一个元素,则$a$的取值范围是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b020a-fd12-11eb-b2a3-c502b9bed136,091b0ff2-fd12-11eb-b2a3-c502b9bed136
0052e338-e4b8-11eb-9ed8-d46a6a0f329c,$sin330^{\circ}=$( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
0053205e-e4a3-11eb-97a7-d46a6a0f329c,"数列$2,5,11,20,x,47,$…中的$x$等于____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
0053c2a4-e4c9-11eb-ab4d-d46a6a0f329c,"某市的出租车的价格规定:起步费$11$元,可行$3$千米;$3$千米后按每千米$2.1$元计价,可再行$7$千米;以后每千米都按$3.15$元计价,设每一次乘车的车费由行车里程确定.($1)$请写出一次乘车的车费$y$元与行车的里程$x$千米的函数关系;($2)$计算如果一次乘车费为$32$元,那么汽车行程为多少千米?($3)$请问当行程为$28$千米时,请你设计一种乘车方案,使总费用最省.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b5da4-fd12-11eb-b2a3-c502b9bed136,091b66aa-fd12-11eb-b2a3-c502b9bed136
0053c49a-e4a3-11eb-b27d-d46a6a0f329c,"数列{$a_{n}$}满足:$a_{1}=0,a_{n+1}=a_{n}+n(n\in N),$则数列{$a_{n}$}的通项$a_{n}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
0054df0a-e49f-11eb-9aa8-d46a6a0f329c,"已知在$\triangle ABC$中,$a,b,c$分别为角$A,B,C$对应的边长.若$A=60^{\circ},b=4,c=7,$则$a=$____.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2a68-fd12-11eb-b2a3-c502b9bed136
00554a54-e4a3-11eb-8eff-d46a6a0f329c,"数列{$a_{n}$}中,已知$a_{1}=1,a_{2}=2,a_{n+1}=a_{n}+a_{n+2}(n\in N),$则$a_{7}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
00561cd2-e4b8-11eb-a35b-d46a6a0f329c,"如果$\triangle A_{1}B_{1}C_{1}$的三个内角的余弦值分别等于$\triangle A_{2}B_{2}C_{2}$的三个内角的正弦值,则( )",091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
00571c8a-e4c9-11eb-80ff-d46a6a0f329c,"原市话资费为每$3$分钟$0.18$元,现调整为前$3$分钟资费为$0.22$元,超过$3$分钟的,每分钟按$0.11$元计算,与调整前相比,一次通话提价的百分率( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b5da4-fd12-11eb-b2a3-c502b9bed136,091b66aa-fd12-11eb-b2a3-c502b9bed136
00576a6c-e4a3-11eb-9f7f-d46a6a0f329c,"数列{$a_{n}}a_{1}=1,a_{n+1}=2S_{n}+1(n\geq 1),a_{n}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
0058b6cc-e4b8-11eb-af79-d46a6a0f329c,"三角形$ABC$中角$C$为钝角,则有( )",091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
005ac20a-e4a2-11eb-8726-d46a6a0f329c,“$x=1$”是“$x^{2}=1$”的( )条件.(从“充分而不必要”、“必要而不充分”、“充要”或“既不充分也不必要”中选择适当的一种填空),091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1e2a-fd12-11eb-b2a3-c502b9bed136
005b5fd2-e4a2-11eb-b234-d46a6a0f329c,函数$f(x)=x|x+a|+b$为奇函数的充要条件为( ).,091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1e2a-fd12-11eb-b2a3-c502b9bed136
005bac62-e4a2-11eb-b5ae-d46a6a0f329c,“$x<5$”是“$-2<x<4$”的( )条件(在“充分不必要条件”、“必要不充分条件”、“充要条件”、“既不充分也不必要条件”中选出一种).,091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1e2a-fd12-11eb-b2a3-c502b9bed136
005c2202-e4a2-11eb-8ba4-d46a6a0f329c,"已知$a,b,c$均为实数,$b^{2}-4ac<0$是$ax^{2}+bx+c>0$的( )条件(填“充分不必要”、“必要不充分”、“充要”、“既不充分也不必要”中的一个).",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1e2a-fd12-11eb-b2a3-c502b9bed136
005c6fb8-e4a2-11eb-a9cf-d46a6a0f329c,"若数列{$a_{n}$}中,若$a_{n}$随$n$的增大而增大,则称{$a_{n}$}为递增数列.设数列{$a_{n}$}是等比数列,则“$a_{1}<a_{2}<a_{3}$”是{$a_{n}$}为递增数列的( )条件.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1e2a-fd12-11eb-b2a3-c502b9bed136
005dbb62-e49f-11eb-b6c0-d46a6a0f329c,"已知三角形的两边长分别为$4$和$5,$其夹角的余弦是方程$2x^{2}+3x-2=0$的根,则第三边是____.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2a68-fd12-11eb-b2a3-c502b9bed136
005dd34a-e4c9-11eb-9470-d46a6a0f329c,"我国储蓄存款采取实名制并征收利息税,利息税由各银行储蓄点代扣代收。某人在$2001$年$9$月存入人民币$1$万元,存期一年,年利率为$2.25\% ,$到期时净得本金和利息共计$10180$元,则利息税的税率是: ( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b5da4-fd12-11eb-b2a3-c502b9bed136,091b66aa-fd12-11eb-b2a3-c502b9bed136
0060a78a-e49f-11eb-b26b-d46a6a0f329c,"已知锐角三角形的边长分别为$2$、$4$、$x,$试求$x$的取值范围____.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2a68-fd12-11eb-b2a3-c502b9bed136
006213b0-e4bc-11eb-86ee-d46a6a0f329c,"设$i$是虚数单位,$a$是实数,若($1+i)(1-ai)$是实数,则$a=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
0062af86-e4bc-11eb-92ae-d46a6a0f329c,"复数$z=a+bi,a,b\in R,$且$b\neq 0,$若$z^{2}-4bz$是实数,则有序实数对($a,b)$可以是____.(写出一个有序实数对即可)",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
00632562-e4bc-11eb-8a1a-d46a6a0f329c,"复数$Z=(1+i)(1-ai)$是实数,则实数$a$的值为( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
006399dc-e4bc-11eb-9998-d46a6a0f329c,"在复平面内,复数($2-i)2$对应的点位于 ( ).",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
0063e802-e4bc-11eb-a87c-d46a6a0f329c,"若复数($a+i)^{2}(i$为虚数单位)是纯虚数,则实数$a=$( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
006470f8-e4c3-11eb-af27-d46a6a0f329c,"<div>某人有楼房一幢,室内面积共180㎡,拟分隔两类房间作为旅游客房 .大每间面积为18㎡,可住游客5名,每名游客每天住宿费为40元;小房间每间面积为15㎡,可住游客3名,每名游客每天住宿费为50元;装修大房间每间需1000元,装修小房间每间需600元 .如果他只能筹款8000元用于装修,且游客能住满客房,他应隔出大房间和小房间各多少间,能获得最大收益？</div>",091afc06-fd12-11eb-b2a3-c502b9bed136,091b78e8-fd12-11eb-b2a3-c502b9bed136,091b80e0-fd12-11eb-b2a3-c502b9bed136
0064ab4a-e4bc-11eb-9136-d46a6a0f329c,"设$z_{1}=1-i,z_{2}=a+2ai(a\in R),$其中$i$是虚数单位,若复数$z_{1}+z_{2}$是纯虚数,则有( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
0064b7dc-e4ad-11eb-8934-d46a6a0f329c,"(本小题满分$10$分)已知抛物线的焦点坐标是$F(0,-2),$求它的标准方程。",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c5380-fd12-11eb-b2a3-c502b9bed136
0064ec88-e49f-11eb-80d4-d46a6a0f329c,"设$f(x)=a^{2}x^{2}-(a^{2}-b^{2})x-4c^{2},$其中$a,b,c$分别为$\triangle ABC$中角$A,B,C$的对边,若$f(2)=0,$则角$C$的取值范围是____.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2a68-fd12-11eb-b2a3-c502b9bed136
00687152-e49e-11eb-81df-d46a6a0f329c,曲线$C$:$y=x^{2}$、直线$L$:$x=2$与$x$轴所围成的图形面积为____.,091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
006923b4-e4ad-11eb-a378-d46a6a0f329c,"从$-3,-2,-1,0,1,2,3,4$这$8$个数中任选$3$个不同的数组成二次函数$y=ax^{2}+bx+c$的系数$a,b,c,$则可确定坐标原点在抛物线内部的抛物线有  ( ) ",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c5380-fd12-11eb-b2a3-c502b9bed136
00695ede-e49f-11eb-8d0e-d46a6a0f329c,"在$\triangle ABC$中,已知$BC=8,AC=5,$三角形面积为$12,$则$cos2C=$____.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2a68-fd12-11eb-b2a3-c502b9bed136
006c7afe-e4ac-11eb-aa3f-d46a6a0f329c,"椭圆的长轴为$A_{1}A_{2},B$为短轴的一端点,若$\angle A_{1}BA_{2}=120^{\circ},$则椭圆的离心率为( )",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c51aa-fd12-11eb-b2a3-c502b9bed136
006df638-e4b1-11eb-9f7b-d46a6a0f329c,"已知椭圆长轴长为$4,$以$y$轴为准线,且左顶点在抛物线$y^{2}=x-1$上,则椭圆离心率$e$的取值范围为",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c506a-fd12-11eb-b2a3-c502b9bed136
006ea17e-e4bd-11eb-9738-d46a6a0f329c,"已知向量$a$与$b$的夹角为$60^{\circ},$且$|a|=2,|b|=1,$则向量$a$与$a+2b$的夹角等于($A)30^{\circ}(B)60^{\circ}(C)90^{\circ}(D)150^{\circ}$ ",091afc06-fd12-11eb-b2a3-c502b9bed136,091b9940-fd12-11eb-b2a3-c502b9bed136,091ba9d0-fd12-11eb-b2a3-c502b9bed136
006f3d30-e4bd-11eb-b35b-d46a6a0f329c,"已知向量$a=(2,1),b=(-1,k),a\cdot (2a-b)=0,$则$k=$( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b9940-fd12-11eb-b2a3-c502b9bed136,091ba9d0-fd12-11eb-b2a3-c502b9bed136
00701f08-e4b9-11eb-8420-d46a6a0f329c,"已知一个三角形的三边边长分别为$2,3,4,$设计一个算法,求出它的面积.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
